target_id,pref_name,organism,target_type_id,n_compounds
CHEMBL2111402,5-lipoxygenase/FLAP,Homo sapiens,PROTEIN COMPLEX,20
CHEMBL2111406,Dopamine D2 receptor and Serotonin 2a receptor (D2 and 5HT2a),Rattus norvegicus,SELECTIVITY GROUP,11
CHEMBL2111407,Integrin alpha-V/beta-1,Homo sapiens,PROTEIN COMPLEX,59
CHEMBL2111408,Heart phosphodiesterase,Bos taurus,PROTEIN FAMILY,11
CHEMBL2111410,Pho80/Pho85/Pho81 complex,Saccharomyces cerevisiae S288c,PROTEIN COMPLEX,1
CHEMBL2111411,Phosphodiesterase 7,Homo sapiens,PROTEIN FAMILY,10
CHEMBL2111413,GABA A receptor alpha-2/beta-2/gamma-2,Homo sapiens,PROTEIN COMPLEX,79
CHEMBL2111414,Tyrosine-protein kinase ABL,Homo sapiens,PROTEIN FAMILY,138
CHEMBL2111415,Cannabinoid receptor,Mus musculus,PROTEIN FAMILY,9
CHEMBL2111416,Integrin alpha-V/beta-6,Homo sapiens,PROTEIN COMPLEX,131
CHEMBL2111417,Muscarinic acetylcholine receptor M1/M5 chimeric protein,Homo sapiens,CHIMERIC PROTEIN,4
CHEMBL2111418,Muscarinic acetylcholine receptor M1 and M3,Homo sapiens,SELECTIVITY GROUP,1
CHEMBL2111420,Cerebral cortex alpha adrenergic receptor,Bos taurus,PROTEIN FAMILY,11
CHEMBL2111421,Transcription factor AP1,Homo sapiens,PROTEIN COMPLEX,62
CHEMBL2111423,Melanocortin receptor (M1 and M4),Homo sapiens,SELECTIVITY GROUP,9
CHEMBL2111425,Fibronectin receptor (Integrin alpha-5/beta-1 and alpha-V/beta-3),Homo sapiens,PROTEIN COMPLEX GROUP,31
CHEMBL2111426,ETS-related transcription factor Elf-3/Vitamin D3 receptor-interacting protein (ESX/MED23),Homo sapiens,PROTEIN-PROTEIN INTERACTION,4
CHEMBL2111427,Somatostatin receptor,Mus musculus,PROTEIN FAMILY,14
CHEMBL2111429,Histone deacetylase (HDAC1 and HDAC2),Homo sapiens,PROTEIN FAMILY,145
CHEMBL2111430,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain),Homo sapiens,PROTEIN-PROTEIN INTERACTION,12
CHEMBL2111431,Epidermal growth factor receptor and ErbB2 (HER1 and HER2),Homo sapiens,PROTEIN FAMILY,95
CHEMBL2111432,PI3-kinase p110-delta/p85-alpha,Homo sapiens,PROTEIN COMPLEX,36
CHEMBL2111433,Muscarinic receptor M1 and M2,Rattus norvegicus,SELECTIVITY GROUP,25
CHEMBL2111435,Annexin A2/S100-A10,Homo sapiens,PROTEIN-PROTEIN INTERACTION,39
CHEMBL2111436,Somatostatin receptor,Homo sapiens,PROTEIN FAMILY,28
CHEMBL2111437,Melanin-concentrating hormone receptor,Homo sapiens,PROTEIN FAMILY,50
CHEMBL2111438,Neurotensin receptor,Homo sapiens,PROTEIN FAMILY,6
CHEMBL2111443,Integrin alpha-V/beta-3 and alpha-IIb/beta 3,Homo sapiens,SELECTIVITY GROUP,19
CHEMBL2111444,CDK3/cyclin E,Homo sapiens,PROTEIN COMPLEX GROUP,1
CHEMBL2111446,cAMP-dependent protein kinase A,Bos taurus,PROTEIN COMPLEX GROUP,12
CHEMBL2111448,CDK6/cyclin D3,Homo sapiens,PROTEIN COMPLEX,15
CHEMBL2111450,S-adenosylmethionine synthetase (MAT 1 and MAT 2),Rattus norvegicus,PROTEIN FAMILY,26
CHEMBL2111451,"Inositol 1,4,5-trisphosphate receptor",Homo sapiens,PROTEIN FAMILY,6
CHEMBL2111452,Alpha-1 adrenergic receptor,Mus musculus,PROTEIN FAMILY,19
CHEMBL2111453,Endothelin receptor,Rattus norvegicus,PROTEIN FAMILY,86
CHEMBL2111455,CDK6/cyclin D1,Homo sapiens,PROTEIN COMPLEX,7
CHEMBL2111456,Vasopressin V1 receptor,Homo sapiens,PROTEIN FAMILY,33
CHEMBL2111457,Carbonic anhydrase V,Homo sapiens,PROTEIN FAMILY,18
CHEMBL2111458,Casein kinase I,Homo sapiens,PROTEIN FAMILY,22
CHEMBL2111459,Rho-associated protein kinase,Homo sapiens,PROTEIN COMPLEX,75
CHEMBL2111461,Integrin alpha-2/beta-3,Homo sapiens,PROTEIN COMPLEX,19
CHEMBL2111462,Thyroid hormone receptor,Homo sapiens,PROTEIN COMPLEX,21
CHEMBL2111463,GABA-B receptor,Homo sapiens,PROTEIN COMPLEX,47
CHEMBL2111464,Tubulin,Bos taurus,PROTEIN COMPLEX,57
CHEMBL2111465,Opioid receptor (mu and kappa),Cavia porcellus,SELECTIVITY GROUP,12
CHEMBL2111468,Dopamine D2 receptor and serotonin 2a receptor,Homo sapiens,SELECTIVITY GROUP,7
CHEMBL2111472,Cytochrome P450 3A4/3A5,Homo sapiens,PROTEIN FAMILY,33
CHEMBL2111473,MAP kinase p38,Mus musculus,PROTEIN FAMILY,35
CHEMBL2111474,GABA B receptor,Rattus norvegicus,PROTEIN COMPLEX,77
CHEMBL2111476,Alpha adrenergic receptor 1A and 1B,Rattus norvegicus,SELECTIVITY GROUP,20
CHEMBL2111478,GABA transporter,Rattus norvegicus,PROTEIN FAMILY,39
CHEMBL2111479,geranylgeranyltransferase type-I,Rattus norvegicus,PROTEIN COMPLEX,36
CHEMBL2111481,Integrin alpha-4/beta-7,Mus musculus,PROTEIN COMPLEX,5
CHEMBL2113,Cathepsin L,Bos taurus,SINGLE PROTEIN,50
CHEMBL2114,Adenosine A1 receptor,Gallus gallus,SINGLE PROTEIN,14
CHEMBL2115,Adenosine A2a receptor,Mus musculus,SINGLE PROTEIN,9
CHEMBL2116,"AMP-activated protein kinase, alpha-2 subunit",Homo sapiens,SINGLE PROTEIN,81
CHEMBL2118,Diamine oxidase,Homo sapiens,SINGLE PROTEIN,29
CHEMBL212,Integrin alpha-IIb,Homo sapiens,SINGLE PROTEIN,29
CHEMBL2120,Acidic fibroblast growth factor,Homo sapiens,SINGLE PROTEIN,66
CHEMBL2121,Folate receptor alpha,Homo sapiens,SINGLE PROTEIN,7
CHEMBL2122,P2X purinoceptor 6,Rattus norvegicus,SINGLE PROTEIN,7
CHEMBL2123,Pyrimidinergic receptor P2Y4,Homo sapiens,SINGLE PROTEIN,151
CHEMBL2124,Pyrimidinergic receptor P2Y4,Rattus norvegicus,SINGLE PROTEIN,3
CHEMBL2125,Vesicular acetylcholine transporter,Rattus norvegicus,SINGLE PROTEIN,26
CHEMBL2126,Leukotriene B4 receptor 1,Rattus norvegicus,SINGLE PROTEIN,2
CHEMBL2127,Hepatic lipase,Homo sapiens,SINGLE PROTEIN,5
CHEMBL2128,Peroxisome proliferator-activated receptor alpha,Mus musculus,SINGLE PROTEIN,107
CHEMBL2129,Peroxisome proliferator-activated receptor alpha,Rattus norvegicus,SINGLE PROTEIN,90
CHEMBL213,Beta-1 adrenergic receptor,Homo sapiens,SINGLE PROTEIN,1414
CHEMBL2131,Indolethylamine N-methyltransferase,Homo sapiens,SINGLE PROTEIN,4
CHEMBL2132,Mast cell protease 9,Mus musculus,SINGLE PROTEIN,3
CHEMBL2133,Ryanodine receptor 1,Mus musculus,SINGLE PROTEIN,1
CHEMBL2135,P2X purinoceptor 2,Rattus norvegicus,SINGLE PROTEIN,82
CHEMBL2136,Pepsinogen C,Homo sapiens,SINGLE PROTEIN,38
CHEMBL2139,Insulin-like growth factor binding protein 6,Homo sapiens,SINGLE PROTEIN,2
CHEMBL214,Serotonin 1a (5-HT1a) receptor,Homo sapiens,SINGLE PROTEIN,3356
CHEMBL2140,"Tryptophan 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,40
CHEMBL2145,Kynurenine 3-monooxygenase,Homo sapiens,SINGLE PROTEIN,3
CHEMBL2146295,Probable nicotinate-nucleotide adenylyltransferase,Staphylococcus aureus (strain N315),SINGLE PROTEIN,5
CHEMBL2146296,Small ubiquitin-related modifier 1,Homo sapiens,SINGLE PROTEIN,278
CHEMBL2146298,Protein skinhead-1,Caenorhabditis elegans,SINGLE PROTEIN,1311
CHEMBL2146300,Glycosyltransferase-like protein LARGE1,Homo sapiens,SINGLE PROTEIN,31
CHEMBL2146301,Small ubiquitin-related modifier 2,Homo sapiens,SINGLE PROTEIN,26
CHEMBL2146302,"Glutaminase kidney isoform, mitochondrial",Homo sapiens,SINGLE PROTEIN,27
CHEMBL2146303,"Methionyl-tRNA synthetase, putative",Trypanosoma brucei brucei (strain 927/4 GUTat10.1),SINGLE PROTEIN,128
CHEMBL2146304,DNA damage-inducible transcript 3 protein,Mus musculus,SINGLE PROTEIN,940
CHEMBL2146307,ADP-ribosylation factor GTPase-activating protein 1,Rattus norvegicus,SINGLE PROTEIN,70
CHEMBL2146311,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",Homo sapiens,SINGLE PROTEIN,73
CHEMBL2146313,Heat shock protein Hsp-16.2,Caenorhabditis elegans,SINGLE PROTEIN,88
CHEMBL2146342,PTPsigma-(Brain),Homo sapiens,SINGLE PROTEIN,7
CHEMBL2146343,Dual specificity protein phosphatase 4,Homo sapiens,SINGLE PROTEIN,7
CHEMBL2146344,Neutral ceramidase,Mus musculus,SINGLE PROTEIN,1
CHEMBL2146347,Inward rectifier potassium channel 4,Homo sapiens,SINGLE PROTEIN,3
CHEMBL2146350,ATP-sensitive inward rectifier potassium channel 1,Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL2146351,G-protein coupled receptor 81,Macaca mulatta,SINGLE PROTEIN,1
CHEMBL2146352,G-protein coupled receptor 81,Canis familiaris,SINGLE PROTEIN,1
CHEMBL2146353,Protein Gpr81,Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL2146354,Hydroxycarboxylic acid receptor 1,Mus musculus,SINGLE PROTEIN,1
CHEMBL2147,Serine/threonine-protein kinase PIM1,Homo sapiens,SINGLE PROTEIN,1891
CHEMBL2148,Tyrosine-protein kinase JAK3,Homo sapiens,SINGLE PROTEIN,1580
CHEMBL2149,Peripheral-type benzodiazepine receptor,Mus musculus,SINGLE PROTEIN,2
CHEMBL215,Arachidonate 5-lipoxygenase,Homo sapiens,SINGLE PROTEIN,1588
CHEMBL2150832,Farnesyl pyrophosphate synthase,Leishmania major,SINGLE PROTEIN,1
CHEMBL2150833,Neuronal acetylcholine receptor subunit alpha-7,Macaca mulatta,SINGLE PROTEIN,1
CHEMBL2150834,DNA topoisomerase type IB small subunit,Leishmania major,SINGLE PROTEIN,4
CHEMBL2150835,Enoyl-[acyl-carrier-protein] reductase [NADH],Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4),SINGLE PROTEIN,1
CHEMBL2150837,ATPase family AAA domain-containing protein 2,Homo sapiens,SINGLE PROTEIN,1
CHEMBL2150838,Succinate receptor 1,Homo sapiens,SINGLE PROTEIN,47
CHEMBL2150839,Succinate receptor 1,Rattus norvegicus,SINGLE PROTEIN,6
CHEMBL2150840,2-oxoglutarate receptor 1,Homo sapiens,SINGLE PROTEIN,8
CHEMBL2150841,DNA topoisomerase 4 subunit B,Staphylococcus aureus,SINGLE PROTEIN,2
CHEMBL2150844,Methionine synthase,Homo sapiens,SINGLE PROTEIN,13
CHEMBL2152,Pepsinogen C,Rattus norvegicus,SINGLE PROTEIN,3
CHEMBL2154,Group IIE secretory phospholipase A2,Homo sapiens,SINGLE PROTEIN,17
CHEMBL2155,Plasminogen activator inhibitor-1,Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL2156,Atrial natriuretic peptide receptor B,Bos taurus,SINGLE PROTEIN,10
CHEMBL2157,Interleukin-8,Homo sapiens,SINGLE PROTEIN,143
CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,13
CHEMBL2157851,Ubiquitin carboxyl-terminal hydrolase 47,Homo sapiens,SINGLE PROTEIN,14
CHEMBL2157856,Fanconi anemia group F protein,Homo sapiens,SINGLE PROTEIN,1
CHEMBL2157858,Dual specificity protein phosphatase 2,Homo sapiens,SINGLE PROTEIN,1
CHEMBL2157859,Uncharacterized protein,Macaca mulatta,SINGLE PROTEIN,1
CHEMBL216,Muscarinic acetylcholine receptor M1,Homo sapiens,SINGLE PROTEIN,2076
CHEMBL2163167,S-methylmethionine--homocysteine S-methyltransferase BHMT2,Homo sapiens,SINGLE PROTEIN,1
CHEMBL2163170,UDP-3-O-acyl-N-acetylglucosamine deacetylase,Pseudomonas aeruginosa,SINGLE PROTEIN,27
CHEMBL2163171,Urea transporter 1,Mus musculus,SINGLE PROTEIN,15
CHEMBL2163174,Platelet glycoprotein 4,Rattus norvegicus,SINGLE PROTEIN,53
CHEMBL2163175,Gamma-butyrobetaine dioxygenase,Homo sapiens,SINGLE PROTEIN,10
CHEMBL2163176,Lysine-specific demethylase 5C,Homo sapiens,SINGLE PROTEIN,10
CHEMBL2163177,Lysine-specific demethylase 7,Homo sapiens,SINGLE PROTEIN,1
CHEMBL2163178,Serine protease SplB,Staphylococcus aureus,SINGLE PROTEIN,3
CHEMBL2163179,HTH-type transcriptional regulator EthR,Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155),SINGLE PROTEIN,3
CHEMBL2163181,DNA ligase,Staphylococcus aureus,SINGLE PROTEIN,2
CHEMBL2163182,NAD-dependent protein deacetylase sirtuin-6,Homo sapiens,SINGLE PROTEIN,2
CHEMBL2163183,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",Homo sapiens,SINGLE PROTEIN,26
CHEMBL2164,Serine/threonine protein phosphatase PP1-alpha catalytic subunit,Homo sapiens,SINGLE PROTEIN,128
CHEMBL2167,Transforming protein p21/H-Ras-1,Homo sapiens,SINGLE PROTEIN,85
CHEMBL2169716,N-lysine methyltransferase SMYD2,Homo sapiens,SINGLE PROTEIN,1
CHEMBL2169717,Histone-lysine N-methyltransferase pr-set7,Drosophila melanogaster,SINGLE PROTEIN,1
CHEMBL2169718,Histone-lysine N-methyltransferase EHMT2,Mus musculus,SINGLE PROTEIN,1
CHEMBL2169719,Histone-lysine N-methyltransferase E(z),Drosophila melanogaster,SINGLE PROTEIN,1
CHEMBL2169720,Histone-lysine N-methyltransferase Su(var)3-9,Drosophila melanogaster,SINGLE PROTEIN,1
CHEMBL2169722,Glycylpeptide N-tetradecanoyltransferase,Plasmodium falciparum (isolate 3D7),SINGLE PROTEIN,23
CHEMBL2169723,Cdc2-related kinase,Leishmania major,SINGLE PROTEIN,9
CHEMBL2169724,CGMP-dependent protein kinase,Plasmodium falciparum,SINGLE PROTEIN,1
CHEMBL2169725,Calcium-dependent protein kinase 4,Plasmodium falciparum (isolate 3D7),SINGLE PROTEIN,2
CHEMBL2169726,Glucose-6-phosphate 1-dehydrogenase,Plasmodium falciparum,SINGLE PROTEIN,45
CHEMBL2169732,Hydroxyacid oxidase 2,Homo sapiens,SINGLE PROTEIN,1
CHEMBL2169733,Class I phosphodiesterase PDEB1,Leishmania major,SINGLE PROTEIN,1
CHEMBL2169734,Uncharacterized protein,Bos taurus,SINGLE PROTEIN,1
CHEMBL2169735,7-dehydrocholesterol reductase,Homo sapiens,SINGLE PROTEIN,4
CHEMBL2169736,Tyrosyl-DNA phosphodiesterase 2,Homo sapiens,SINGLE PROTEIN,1
CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,5354
CHEMBL2170,cyclic AMP phosphoprotein,Rattus norvegicus,SINGLE PROTEIN,3
CHEMBL2171,Dual specificity mitogen-activated protein kinase kinase 6,Homo sapiens,SINGLE PROTEIN,93
CHEMBL2176770,Sulfate anion transporter 1,Mus musculus,SINGLE PROTEIN,4
CHEMBL2176771,Complement factor D,Homo sapiens,SINGLE PROTEIN,4
CHEMBL2176777,Poly [ADP-ribose] polymerase 14,Homo sapiens,SINGLE PROTEIN,2
CHEMBL2176779,DNA-dependent protein kinase catalytic subunit,Mus musculus,SINGLE PROTEIN,2
CHEMBL2176837,Catechol O-methyltransferase,Sus scrofa,SINGLE PROTEIN,14
CHEMBL2176838,Aurora kinase B-A,Xenopus laevis,SINGLE PROTEIN,3
CHEMBL2176846,Advanced glycosylation end product-specific receptor,Homo sapiens,SINGLE PROTEIN,17
CHEMBL2176848,O-acyltransferase,Canis familiaris,SINGLE PROTEIN,1
CHEMBL2176849,P2X purinoceptor 4,Mus musculus,SINGLE PROTEIN,10
CHEMBL2176850,Chemokine receptor,Oryctolagus cuniculus,SINGLE PROTEIN,1
CHEMBL2176851,Replicative DNA helicase,Bacillus anthracis,SINGLE PROTEIN,30
CHEMBL2176852,"Thymidylate kinase, putative",Plasmodium falciparum (isolate 3D7),SINGLE PROTEIN,19
CHEMBL2176859,Enoyl-[acyl-carrier-protein] reductase [NADPH],Staphylococcus aureus,SINGLE PROTEIN,14
CHEMBL2176860,"Glutaminase liver isoform, mitochondrial",Mus musculus,SINGLE PROTEIN,1
CHEMBL2176863,Uncharacterized protein,Sus scrofa,SINGLE PROTEIN,2
CHEMBL2176864,Macrophage migration inhibitory factor homologue,Plasmodium falciparum (isolate 3D7),SINGLE PROTEIN,29
CHEMBL2179,Beta-glucocerebrosidase,Homo sapiens,SINGLE PROTEIN,344
CHEMBL218,Cannabinoid CB1 receptor,Homo sapiens,SINGLE PROTEIN,4160
CHEMBL2181,Prostanoid EP1 receptor,Mus musculus,SINGLE PROTEIN,247
CHEMBL2182,Serotonin 1e (5-HT1e) receptor,Homo sapiens,SINGLE PROTEIN,134
CHEMBL2183,Serotonin 4 (5-HT4) receptor,Mus musculus,SINGLE PROTEIN,3
CHEMBL2184,Neuronal acetylcholine receptor protein alpha-9 subunit,Homo sapiens,SINGLE PROTEIN,1
CHEMBL2185,Serine/threonine-protein kinase Aurora-B,Homo sapiens,SINGLE PROTEIN,2044
CHEMBL2186,Carbonic anhydrase XIII,Mus musculus,SINGLE PROTEIN,90
CHEMBL2188,Purinergic receptor P2Y12,Rattus norvegicus,SINGLE PROTEIN,12
CHEMBL2189,HMG-CoA synthase,Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL2189110,Histone-lysine N-methyltransferase EZH2,Homo sapiens,SINGLE PROTEIN,6
CHEMBL2189111,Histone-lysine N-methyltransferase SETMAR,Homo sapiens,SINGLE PROTEIN,3
CHEMBL2189112,Histone-lysine N-methyltransferase MLL4,Homo sapiens,SINGLE PROTEIN,1
CHEMBL2189113,Histone-lysine N-methyltransferase MLL3,Homo sapiens,SINGLE PROTEIN,1
CHEMBL2189114,Histone-lysine N-methyltransferase MLL2,Homo sapiens,SINGLE PROTEIN,1
CHEMBL2189115,DNA (cytosine-5)-methyltransferase 3B,Mus musculus,SINGLE PROTEIN,3
CHEMBL2189121,GTPase KRas,Homo sapiens,SINGLE PROTEIN,2
CHEMBL2189122,DnaJ homolog subfamily A member 1,Homo sapiens,SINGLE PROTEIN,2
CHEMBL2189138,Protein phosphatase methylesterase 1,Mus musculus,SINGLE PROTEIN,11
CHEMBL2189140,Aminopeptidase N,Mus musculus,SINGLE PROTEIN,7
CHEMBL2189143,KIAA0999 protein,Homo sapiens,SINGLE PROTEIN,1
CHEMBL2189144,Phosphoinositide 3-kinase regulatory subunit 4,Homo sapiens,SINGLE PROTEIN,1
CHEMBL2189147,Signal transducer and transcription activator 6,Mus musculus,SINGLE PROTEIN,1
CHEMBL2189149,Probable linoleate 9S-lipoxygenase 5,Solanum tuberosum,SINGLE PROTEIN,1
CHEMBL2189150,Neuraminidase,Influenza A virus,SINGLE PROTEIN,6
CHEMBL2189153,"Thioredoxin, mitochondrial",Homo sapiens,SINGLE PROTEIN,1
CHEMBL2189154,Galectin-3,Gallus gallus,SINGLE PROTEIN,3
CHEMBL2189157,V-type proton ATPase subunit C,Manduca sexta,SINGLE PROTEIN,1
CHEMBL2189158,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Mus musculus,SINGLE PROTEIN,15
CHEMBL2189159,"Indoleamine 2,3-dioxygenase 2",Mus musculus,SINGLE PROTEIN,12
CHEMBL2189160,Serine/threonine-protein kinase TBK1,Mus musculus,SINGLE PROTEIN,23
CHEMBL2189162,Pyruvate kinase,Staphylococcus aureus (strain MRSA252),SINGLE PROTEIN,53
CHEMBL219,Dopamine D4 receptor,Homo sapiens,SINGLE PROTEIN,2055
CHEMBL2190,Histamine N-methyltransferase,Homo sapiens,SINGLE PROTEIN,4
CHEMBL2195,S-adenosylmethionine synthetase alpha and beta forms,Rattus norvegicus,SINGLE PROTEIN,10
CHEMBL2196,Uridine-cytidine kinase 1,Mus musculus,SINGLE PROTEIN,1
CHEMBL2197,"Acetyl-CoA acetyltransferase, mitochondrial",Mus musculus,SINGLE PROTEIN,3
CHEMBL2198,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase III",Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,2604
CHEMBL2200,Matrix metalloproteinase 16,Homo sapiens,SINGLE PROTEIN,63
CHEMBL2202,Phosphatidylcholine-retinol O-acyltransferase,Homo sapiens,SINGLE PROTEIN,2
CHEMBL2203,Motilin receptor,Homo sapiens,SINGLE PROTEIN,291
CHEMBL2204,Calcitonin receptor,Rattus norvegicus,SINGLE PROTEIN,14
CHEMBL2205,Calpain small subunit 1,Sus scrofa,SINGLE PROTEIN,25
CHEMBL2207,MAP kinase ERK2,Mus musculus,SINGLE PROTEIN,8
CHEMBL2208,MAP kinase-activated protein kinase 2,Homo sapiens,SINGLE PROTEIN,1695
CHEMBL221,Cyclooxygenase-1,Homo sapiens,SINGLE PROTEIN,2042
CHEMBL2210,Beta casein,Rattus norvegicus,SINGLE PROTEIN,6
CHEMBL2211,Serine/threonine-protein kinase Aurora-A,Mus musculus,SINGLE PROTEIN,1
CHEMBL2213,Protein kinase C alpha,Bos taurus,SINGLE PROTEIN,47
CHEMBL2214,Matrix metalloproteinase 9,Mus musculus,SINGLE PROTEIN,15
CHEMBL2215,Purine nucleoside phosphorylase,Mus musculus,SINGLE PROTEIN,3
CHEMBL2216,Carbonic anhydrase VII,Mus musculus,SINGLE PROTEIN,1
CHEMBL2216739,"Carnitine O-palmitoyltransferase 1, muscle isoform",Homo sapiens,SINGLE PROTEIN,19
CHEMBL2216740,Mitochondrial carnitine/acylcarnitine carrier protein,Homo sapiens,SINGLE PROTEIN,3
CHEMBL2216745,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Mus musculus,SINGLE PROTEIN,1
CHEMBL2217,Carboxylesterase 2,Mus musculus,SINGLE PROTEIN,12
CHEMBL2219,Protein-tyrosine phosphatase LC-PTP,Homo sapiens,SINGLE PROTEIN,674
CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,2790
CHEMBL2221343,Opioid receptors; mu and delta,Mus musculus,PROTEIN FAMILY,14
CHEMBL2221344,Tumour suppressor protein p53/Mdm4,Homo sapiens,PROTEIN-PROTEIN INTERACTION,6
CHEMBL2221346,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2",Homo sapiens,PROTEIN COMPLEX GROUP,5
CHEMBL2221347,"Voltage-gated potassium channel, IKs; KCNQ1(Kv7.1)/KCNE1(MinK)",Homo sapiens,PROTEIN COMPLEX,56
CHEMBL2221348,"Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3)",Homo sapiens,PROTEIN COMPLEX,107
CHEMBL2222,Ornithine carbamoyltransferase,Homo sapiens,SINGLE PROTEIN,2
CHEMBL2223,Gamma-glutamyl hydrolase,Homo sapiens,SINGLE PROTEIN,2
CHEMBL2224,Ghrelin receptor,Sus scrofa,SINGLE PROTEIN,1
CHEMBL2225,Cathepsin H,Homo sapiens,SINGLE PROTEIN,76
CHEMBL2226,Caspase-4,Homo sapiens,SINGLE PROTEIN,28
CHEMBL2227,Proenkephalin B,Homo sapiens,SINGLE PROTEIN,1
CHEMBL223,Alpha-1d adrenergic receptor,Homo sapiens,SINGLE PROTEIN,1194
CHEMBL2231,Cytochrome P450 1A1,Homo sapiens,SINGLE PROTEIN,94
CHEMBL2232,Subtilisin/kexin type 7,Homo sapiens,SINGLE PROTEIN,14
CHEMBL2237,Adenosine A2b receptor,Mus musculus,SINGLE PROTEIN,15
CHEMBL2238,Somatostatin receptor 3,Mus musculus,SINGLE PROTEIN,21
CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,2778
CHEMBL2241,Glutathione S-transferase A2,Homo sapiens,SINGLE PROTEIN,29
CHEMBL2243,Anandamide amidohydrolase,Homo sapiens,SINGLE PROTEIN,898
CHEMBL2244,Estrogen sulfotransferase,Bos taurus,SINGLE PROTEIN,4
CHEMBL2246,Aldehyde reductase,Homo sapiens,SINGLE PROTEIN,62
CHEMBL2247,Atrial natriuretic peptide receptor C,Homo sapiens,SINGLE PROTEIN,16
CHEMBL2248,"IgE Fc receptor, alpha-subunit",Homo sapiens,SINGLE PROTEIN,3
CHEMBL2249,Lysyl oxidase,Homo sapiens,SINGLE PROTEIN,3
CHEMBL225,Serotonin 2c (5-HT2c) receptor,Homo sapiens,SINGLE PROTEIN,2869
CHEMBL2250,Tyrosine-protein kinase BLK,Homo sapiens,SINGLE PROTEIN,715
CHEMBL2252,Dipeptidyl peptidase I,Homo sapiens,SINGLE PROTEIN,93
CHEMBL2253,Corticotropin releasing factor receptor 2,Mus musculus,SINGLE PROTEIN,66
CHEMBL2254,Peroxisomal sarcosine oxidase,Homo sapiens,SINGLE PROTEIN,2
CHEMBL2257,Mannosidase 2 alpha 1,Rattus norvegicus,SINGLE PROTEIN,8
CHEMBL2258,Tyrosine-protein kinase Lyn,Mus musculus,SINGLE PROTEIN,6
CHEMBL2259,Vitamin D-binding protein,Homo sapiens,SINGLE PROTEIN,1
CHEMBL226,Adenosine A1 receptor,Homo sapiens,SINGLE PROTEIN,3490
CHEMBL2261,Glyoxalase II,Homo sapiens,SINGLE PROTEIN,4
CHEMBL2262,Glyoxalase II,Rattus norvegicus,SINGLE PROTEIN,5
CHEMBL2263,"Fructose-1,6-bisphosphatase",Sus scrofa,SINGLE PROTEIN,27
CHEMBL2264,Puromycin-sensitive aminopeptidase,Homo sapiens,SINGLE PROTEIN,5
CHEMBL2265,Acyl coenzyme A:cholesterol acyltransferase,Homo sapiens,SINGLE PROTEIN,458
CHEMBL2266,Gamma-amino-N-butyrate transaminase,Sus scrofa,SINGLE PROTEIN,20
CHEMBL2269,Retinoic acid receptor alpha,Rattus norvegicus,SINGLE PROTEIN,17
CHEMBL227,Type-1 angiotensin II receptor,Homo sapiens,SINGLE PROTEIN,974
CHEMBL2271,Alpha-L-fucosidase 2,Homo sapiens,SINGLE PROTEIN,3
CHEMBL2273,Caspase-9,Homo sapiens,SINGLE PROTEIN,22
CHEMBL2274,Sphingosine 1-phosphate receptor Edg-8,Homo sapiens,SINGLE PROTEIN,283
CHEMBL2275,Sorbitol dehydrogenase,Homo sapiens,SINGLE PROTEIN,78
CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,1842
CHEMBL2277,AICAR transformylase,Mus musculus,SINGLE PROTEIN,4
CHEMBL2278,Beta-glucocerebrosidase,Mus musculus,SINGLE PROTEIN,19
CHEMBL2279,Melanocortin receptor 2,Mus musculus,SINGLE PROTEIN,4
CHEMBL228,Serotonin transporter,Homo sapiens,SINGLE PROTEIN,4156
CHEMBL2280,Lysosomal phospholipase A1,Rattus norvegicus,SINGLE PROTEIN,19
CHEMBL2281,Dopamine D5 receptor,Rattus norvegicus,SINGLE PROTEIN,30
CHEMBL2282,Glucose-6-phosphatase,Homo sapiens,SINGLE PROTEIN,24
CHEMBL2283,Carbonic anhydrase II,Bos taurus,SINGLE PROTEIN,33
